Suburb,Address,Price,SellerG,Lattitude,Longtitude
Surrey Hills,18 Benson St,2500000,Jellis,-37.8181,145.0913
Surrey Hills,7 Empress Rd,1910000,Marshall,-37.8203,145.088
Surrey Hills,16 Park Rd,1018000,RT,-37.8364,145.1099
Surrey Hills,22b Essex Rd,2200000,Jellis,-37.8286,145.092
Surrey Hills,18/20 Florence Rd,736000,Barry,-37.8287,145.1022
Surrey Hills,3/18 Essex Rd,770000,Fletchers,-37.8275,145.0919
Surrey Hills,89 Guildford Rd,2345000,Marshall,-37.8223,145.0954
Surrey Hills,4 Norris St,2860000,Marshall,-37.8185,145.0878
Surrey Hills,1/1 Thornton Av,1453000,Fletchers,,
Surrey Hills,8 Charles St,1530000,Fletchers,-37.8258,145.1116
Surrey Hills,9 Elm St,1930000,Ray,-37.8346,145.1059
Surrey Hills,63 Shepherd St,1812500,Marshall,-37.8325,145.1114
Surrey Hills,1/21 Wharton St,760000,Noel,-37.8159,145.091
Surrey Hills,1/130 Windsor Cr,711000,Noel,,
Surrey Hills,255 Elgar Rd,1300000,Fletchers,-37.8337,145.1118
Surrey Hills,9 Empress Rd,1864000,Jellis,-37.8203,145.0881
Surrey Hills,47 Suffolk Rd,2200000,Fletchers,-37.8304,145.0934
Surrey Hills,16 Banool Rd,1960000,Marshall,-37.8167,145.0924
Surrey Hills,706 Canterbury Rd,680000,Noel,-37.8269,145.1039
Surrey Hills,66 Durham Rd,1455000,Jellis,-37.8317,145.0901
Surrey Hills,20 Everton Gr,2630000,Marshall,-37.8287,145.1054
Surrey Hills,15/20 Florence Rd,880000,Fletchers,-37.8287,145.1014
Surrey Hills,14 Verdun St,1650000,hockingstuart,-37.8339,145.0937
Surrey Hills,39 Bentley St,1755000,Fletchers,-37.832,145.11
Surrey Hills,95 Guildford Rd,1700000,Marshall,-37.8224,145.0959
Surrey Hills,3 Varzin Av,1900000,Marshall,,
Surrey Hills,1/308 Canterbury Rd,805000,hockingstuart,-37.8255,145.092
Surrey Hills,5 Glendale St,1975000,Marshall,-37.8354,145.1001
Surrey Hills,3b Langford St,1280000,Hamilton,,
Surrey Hills,2/23 Broughton Rd,610000,Marshall,-37.8288,145.1048
Surrey Hills,54 Croydon Rd,2003000,Jellis,-37.8234,145.0923
Surrey Hills,3/290 Mont Albert Rd,831000,Noel,-37.8203,145.0955
Surrey Hills,53 Broughton Rd,1350000,Fletchers,-37.8316,145.1049
Surrey Hills,5/26 Florence Rd,550000,Jellis,-37.8291,145.1015
Surrey Hills,3 Olyve Ct,1850000,Marshall,-37.8345,145.1009
Surrey Hills,212 Union Rd,2050000,Jellis,-37.8188,145.0984
Surrey Hills,7 Newton St,2100000,Ray,-37.8286,145.1094
Surrey Hills,6 Alandale St,1150000,Marshall,-37.836,145.1046
Surrey Hills,2/11 Blackburn St,823000,Fletchers,-37.822,145.0989
Surrey Hills,61 Durham Rd,2100000,Marshall,-37.8323,145.0904
Surrey Hills,2/215 Mont Albert Rd,770500,Jellis,-37.819,145.0888
Surrey Hills,38 Park Rd,1250000,Jellis,-37.8361,145.1078
Surrey Hills,7/92 Union Rd,600000,Noel,-37.8263,145.0962
Surrey Hills,3/251 Elgar Rd,1080000,hockingstuart,,
Surrey Hills,2/30 Langford St,1520000,Harcourts,,
Surrey Hills,26 Newton St,2060000,Fletchers,-37.8299,145.1088
Surrey Hills,52 Suffolk Rd,1750000,Jellis,-37.8312,145.0928
Surrey Hills,42a Essex Rd,1725000,Jellis,-37.8308,145.0916
Surrey Hills,8 Rose Av,1703000,Marshall,,
Surrey Hills,1/52 Union Rd,620000,Fletchers,-37.8305,145.0961
Surrey Hills,5/402 Whitehorse Rd,562500,Jellis,-37.8138,145.0879
Surrey Hills,34 Barton St,1850000,Nelson,-37.8173,145.1003
Surrey Hills,1 Marne St,2125000,Marshall,-37.8345,145.095
Surrey Hills,4/5 Middlesex Rd,656000,Fletchers,-37.8261,145.0902
Surrey Hills,16 Pembroke St,1650000,Fletchers,-37.8285,145.1079
Surrey Hills,29 Boisdale St,1518000,Fletchers,-37.8352,145.1023
Surrey Hills,14 Scheele St,1560000,hockingstuart,-37.8165,145.0981
Surrey Hills,2A Edyvean St,1185000,Ray,-37.8302,145.1046
Surrey Hills,3/5 Florence Rd,865000,Noel,-37.8275,145.1032
Surrey Hills,14 Park Rd,1135000,Jellis,-37.8365,145.11
Surrey Hills,20 Scottsdale St,2160000,Jellis,-37.8324,145.1018
Surrey Hills,3/22 Scottsdale St,899000,Noel,-37.8327,145.1019
Surrey Hills,19 Sydenham La,2000000,Jellis,-37.8264,145.1029
Surrey Hills,17 Weybridge St,2300000,Fletchers,-37.8182,145.096
Surrey Hills,6/402 Whitehorse Rd,520000,Woodards,-37.8138,145.0879
Surrey Hills,545 Whitehorse Rd,2450000,Marshall,-37.8141,145.0936
Surrey Hills,2/23 Clyde St,600000,Noel,-37.8159,145.0902
Surrey Hills,17 Empress Rd,2180000,Jellis,-37.8204,145.0887
Surrey Hills,39 York St,2760000,Marshall,-37.8168,145.1011
Surrey Hills,1/10 Florence Rd,813000,Fletchers,-37.8276,145.1023
Surrey Hills,999A Riversdale Rd,1205000,Fletchers,-37.8361,145.1006
Surrey Hills,20 Anderson St,1251000,Woodards,-37.8309,145.0946
Surrey Hills,5 Boronia St,1650000,Noel,-37.8328,145.104
Surrey Hills,5/35 Durham Rd,600000,Jellis,-37.8294,145.0913
Surrey Hills,33 Ross St,1835000,Jellis,-37.8171,145.0934
Surrey Hills,3/4 Wells St,778500,Noel,-37.8186,145.0892
Surrey Hills,40 Grovedale Rd,1751000,Jellis,-37.8176,145.0941
Surrey Hills,2/59 Weybridge St,694000,Noel,-37.8174,145.0893
Templestowe Lower,25 Clauscen St,1150000,Ray,-37.7642,145.1157
Templestowe Lower,3 Waratah Dr,1201000,Zahn,-37.7624,145.1175
Templestowe Lower,41 Dellfield Dr,1165000,Barry,-37.7647,145.1246
Templestowe Lower,166 MacEdon Rd,1098000,Philip,-37.7615,145.1154
Templestowe Lower,120 Templestowe Rd,742500,Philip,-37.7556,145.0946
Templestowe Lower,6 Boonah Ct,1050000,Barry,-37.7601,145.1229
Templestowe Lower,11 Corroboree Pl,1257000,Barry,-37.7597,145.1058
Templestowe Lower,1/11 Pentlowe Av,1065000,Jellis,,
Templestowe Lower,65 Glenair St,1101000,Barry,-37.7602,145.1166
Templestowe Lower,2/28 Hazel Dr,641000,Jellis,-37.7694,145.1082
Templestowe Lower,19/246 High St,736500,Jellis,,
Templestowe Lower,40 Ironbark Dr,1150000,Barry,-37.7733,145.1198
Templestowe Lower,5 Laloma Ct,1000000,Jellis,,
Templestowe Lower,8 Corroboree Pl,1200000,Jellis,-37.76,145.1054
Templestowe Lower,157 Swanston St,990000,Barry,-37.7573,145.0994
Templestowe Lower,271 High St,1500000,Jellis,-37.767,145.119
Templestowe Lower,315 Thompsons Rd,1290000,Barry,-37.764,145.1097
Templestowe Lower,30 Chatsworth Qd,1105000,Philip,,
Templestowe Lower,360 Thompsons Rd,790000,Mason,-37.7631,145.1108
Templestowe Lower,40 Dellfield Dr,950000,Barry,-37.7658,145.124
Templestowe Lower,65 Fyfe Dr,1421000,Barry,-37.7694,145.1222
Templestowe Lower,4 Finn Ct,1051000,Jellis,-37.7644,145.112
Templestowe Lower,36 Howitt Dr,1065000,Ray,-37.7637,145.1117
Templestowe Lower,240 Manningham Rd,1120000,Barry,-37.773,145.1074
Templestowe Lower,55 Chatsworth Qd,692000,Philip,,
Templestowe Lower,45 Lynnwood Pde,1710000,Barry,-37.7692,145.1253
Templestowe Lower,16 Clauscen St,1280000,Jellis,-37.7646,145.1167
Templestowe Lower,39 Hazel Dr,750000,hockingstuart,-37.7696,145.1078
Templestowe Lower,13 Alburnum Cr,982000,Fletchers,,
Templestowe Lower,53 Eucalypt Av,958000,Barry,,
Templestowe Lower,253 Thompsons Rd,1000000,hockingstuart,-37.768,145.1027
Templestowe Lower,2/47 Parker St,678000,Barry,-37.7564,145.1195
Templestowe Lower,17 Gidgee Av,1210000,Ray,,
Templestowe Lower,13 Tasker St,1010000,Barry,-37.77,145.1025
Templestowe Lower,17 Andromeda Wy,1000000,Jellis,,
Templestowe Lower,3/8 Balmoral Av,905000,Barry,,
Templestowe Lower,64 Magnolia Ct,1325000,Fletchers,-37.7728,145.1271
Templestowe Lower,7 Eric Av,1180000,Jellis,,
Templestowe Lower,13/246 High St,888000,Philip,,
Templestowe Lower,34 Parker St,1210000,Barry,-37.7569,145.1179
Templestowe Lower,1/59 Parker St,766000,Barry,-37.7567,145.1209
Templestowe Lower,42 Glenair St,982000,Barry,-37.7629,145.1157
Templestowe Lower,133 MacEdon Rd,945000,Jellis,-37.764,145.1145
Templestowe Lower,2/27 Ruffey St,725000,Barry,-37.7549,145.1185
Templestowe Lower,1 Beacon Ct,975000,Fletchers,-37.7625,145.1256
Templestowe Lower,3 Buller Tce,1211000,Philip,-37.767,145.1097
Templestowe Lower,6 Jacana Av,1500500,Parkes,,
Templestowe Lower,135 MacEdon Rd,1100000,Barry,-37.7639,145.1145
Templestowe Lower,5 Michael St,1155000,Barry,-37.77,145.1089
Templestowe Lower,40 Mincha Av,890000,Barry,,
Templestowe Lower,3 Astley St,920000,Barry,-37.7613,145.1047
Templestowe Lower,22 Fairbank Cr,1100000,hockingstuart,,
Templestowe Lower,30 Waratah Dr,940000,Jellis,-37.7611,145.1168
Templestowe Lower,9 Esther St,1053000,Ray,-37.7656,145.1017
Templestowe Lower,26/246 High St,725000,Ray,,
Templestowe Lower,15 Killarney Rd,1002000,Barry,-37.7698,145.1028
Templestowe Lower,1/339 High St,850000,Lindellas,,
Templestowe Lower,4/45 John St,755000,Barry,-37.7705,145.1152
Templestowe Lower,4 Lowan Av,1050000,Barry,,
Templestowe Lower,2/257 Thompsons Rd,1100000,Lindellas,,
Templestowe Lower,20 Astley St,1209000,Barry,-37.7617,145.1065
Templestowe Lower,62 Hodgson St,2080000,Barry,-37.7625,145.1043
Templestowe Lower,17 Fairbank Cr,1175000,Barry,,
Templestowe Lower,30 Jeffrey St,1050000,Philip,-37.7647,145.1051
Templestowe Lower,5 MacRobertson St,1118000,Philip,-37.7595,145.1176
Templestowe Lower,31 Sassafras Dr,1070000,Jellis,-37.7683,145.1188
Templestowe Lower,208 Templestowe Rd,903000,Barry,-37.7564,145.1043
Templestowe Lower,4 Caroline Dr,1220000,Jellis,-37.7668,145.1086
Templestowe Lower,6 Exeter Cl,1222000,Fletchers,-37.7704,145.1247
Templestowe Lower,5 Fairbank Cr,1097500,Barry,,
Templestowe Lower,205 High St,2025000,Jellis,-37.7726,145.1149
Templestowe Lower,3/246 High St,755000,Fletchers,,
Templestowe Lower,331a High St,1505000,hockingstuart,,
Templestowe Lower,26 Horsfall St,1650000,Jellis,-37.7647,145.1186
Templestowe Lower,78 Olympus Dr,1182500,Barry,-37.7764,145.1216
Templestowe Lower,132 Templestowe Rd,1020000,Barry,-37.7557,145.0957
Templestowe Lower,73 Chalon Av,970000,Barry,,
Templestowe Lower,22 Hazel Dr,838000,Barry,-37.7699,145.1081
Templestowe Lower,23 Hotham St,650000,RT,-37.7709,145.1104
Templestowe Lower,49 Howitt Dr,870000,Barry,-37.7629,145.112
Templestowe Lower,34 Linton Av,1150000,Barry,,
Templestowe Lower,16 Rosa St,1509000,Barry,-37.7714,145.1141
Templestowe Lower,49 Feathertop Av,1363000,Jellis,,
Templestowe Lower,33 Lowan Av,1309000,Barry,,
Templestowe Lower,64 MacEdon Rd,1358500,Barry,-37.7701,145.1131
Templestowe Lower,37 Eric Av,870000,Barry,,
Thornbury,2/305 Rossmoyne St,510000,Jellis,-37.7591,145.0211
Thornbury,4/73 Flinders St,470000,Jellis,-37.7561,145.0067
Thornbury,13b Hammond St,1470000,McGrath,,
Thornbury,10/11 Kemp St,435000,Harcourts,-37.7622,144.9953
Thornbury,2/6 Kemp St,517500,Harcourts,-37.762,144.996
Thornbury,40/337 Station St,370000,Jellis,-37.7634,145.021
Thornbury,4/37 Woolton Av,520000,Barry,,
Thornbury,3/125 Fyffe St,805000,Nelson,-37.7536,144.9825
Thornbury,9 Normanby Av,1645000,Nelson,,
Thornbury,5/66 Collins St,630000,Ray,,
Thornbury,184 Raleigh St,1428888,Miles,-37.7601,145.0122
Thornbury,40 Wales St,940000,Nelson,-37.7631,145.0091
Thornbury,6/89 Ballantyne St,270000,Nelson,-37.7581,144.9944
Thornbury,72 Gooch St,865000,Love,-37.7586,145.0056
Thornbury,19 Hobson St,700000,McGrath,-37.7536,144.9921
Thornbury,4b Newcastle St,910000,Love,-37.7551,145.0108
Thornbury,2/110 Normanby Av,491000,Nelson,,
Thornbury,9/32 Clarendon St,532000,Love,,
Thornbury,52 Gooch St,1135000,Nelson,-37.7585,145.0042
Thornbury,6/112 Ballantyne St,260000,Fletchers,-37.7574,144.9907
Thornbury,5/1 Clyde St,505000,McGrath,-37.7608,145.0059
Thornbury,111a Darebin Rd,1010000,Love,,
Thornbury,2/54 Pender St,365000,McGrath,-37.7544,145.0092
Thornbury,178 Clarendon St,1430000,Nelson,-37.7611,145.0142
Thornbury,1/13 Mansfield St,525500,Nelson,-37.7564,145.0026
Thornbury,327 Gillies St,1210000,Nelson,-37.763,145.0198
Thornbury,4 Kelvin Gr,944000,Barry,-37.763,145.0025
Thornbury,92 Speight St,970000,Barry,-37.7633,145.0169
Thornbury,51 Alston St,887000,Love,-37.7554,145.0211
Thornbury,120 Normanby Av,1265000,Woodards,,
Thornbury,6/75 Pender St,277500,hockingstuart,-37.7542,145.0098
Thornbury,220a Mansfield St,701000,Stockdale,-37.7583,145.0174
Thornbury,296 Gooch St,740000,Harcourts,-37.7606,145.0241
Thornbury,46 Harold St,1110000,Barry,-37.7564,144.9971
Thornbury,137 Mansfield St,2040000,Barry,,
Thornbury,269 Mansfield St,795000,Love,-37.7584,145.0214
Thornbury,34a Newman St,720000,Love,,
Thornbury,1/219 Raleigh St,332000,Harcourts,-37.7603,145.0165
Thornbury,28 Bradley Av,1200000,Nelson,,
Thornbury,126 Keon St,1265000,Jellis,-37.7515,144.9857
Thornbury,111 Smith St,1085000,Nelson,-37.7569,144.9914
Thornbury,10 Ethel St,898000,hockingstuart,-37.7551,144.9993
Thornbury,22 Gooch St,1235000,Jellis,-37.7583,145.0025
Thornbury,52a Leinster Gr,910500,hockingstuart,-37.759,144.988
Thornbury,37 Lewis St,995000,Jellis,-37.7574,144.9854
Thornbury,84 Raleigh St,760000,Nelson,-37.7595,145.0061
Thornbury,4/305 Rossmoyne St,505000,Jellis,-37.7591,145.0211
Thornbury,11 Clarendon St,1400000,Jellis,-37.7595,145.0017
Thornbury,55 Comas Gr,1200000,Nelson,-37.752,144.9852
Thornbury,48 Leinster Gr,920000,Nelson,-37.7604,144.9877
Thornbury,50 Leinster Gr,1110000,Nelson,-37.7602,144.9878
Thornbury,146 Rossmoyne St,1200000,Nelson,-37.7582,145.0094
Thornbury,1/295 Rossmoyne St,560000,Nelson,-37.7591,145.0208
Thornbury,4/304 Rossmoyne St,646000,Love,,
Thornbury,2/2 Dundas St,450000,McGrath,-37.7526,145.0023
Thornbury,59A Fyffe St,1190000,McGrath,-37.7539,144.989
Thornbury,39 Keon St,1020000,Nelson,-37.7524,144.9912
Thornbury,33 Wales St,1245000,hockingstuart,-37.7633,145.0087
Thornbury,4/77 Pender St,350000,Brace,-37.7542,145.01
Thornbury,175 Riley St,1065000,Thomas,,
Thornbury,6/267 Rossmoyne St,571750,hockingstuart,-37.7588,145.0179
Thornbury,314A Gillies St,874000,Love,-37.7642,145.0192
Thornbury,152 Gooch St,1427000,Nelson,-37.7592,145.0105
Thornbury,8/14 Hutton St,295000,LITTLE,-37.7557,144.9993
Thornbury,3/57 Pender St,383000,Love,-37.7539,145.0075
Thornbury,36 Rossmoyne St,1164000,Jellis,-37.7576,145.0032
Thornbury,2/143 Smith St,315000,Harcourts,-37.7566,144.9893
Thornbury,2/38 Woolton Av,422000,Harcourts,,
Thornbury,8/89 Ballantyne St,245000,Love,-37.7581,144.9944
Thornbury,144 Clarendon St,1290000,Barry,-37.7607,145.0105
Thornbury,2/121 Darebin Rd,605000,Barry,-37.7641,145.0104
Thornbury,1/25 Martin St,501000,Harcourts,,
Thornbury,2/104 Keon St,450000,Nelson,-37.7516,144.9871
Thornbury,279 Mansfield St,900000,Nelson,-37.7585,145.0226
Thornbury,51 Martin St,1620000,Nelson,-37.7612,145.0045
Thornbury,7/67 Pender St,438000,Love,-37.7541,145.0088
Thornbury,138 Raleigh St,1143000,Ray,-37.7598,145.0088
Thornbury,16/37 Woolton Av,360000,Nelson,,
Thornbury,43 Ballantyne St,925000,Holland,-37.7584,144.9971
Thornbury,50b Clyde St,1250000,Nelson,-37.7617,145.0117
Thornbury,56a Leinster Gr,1070000,Jellis,-37.7588,144.9881
Thornbury,4/77 Pender St,371000,Brace,-37.7542,145.01
Thornbury,109 Rossmoyne St,1570000,McGrath,-37.7578,145.0076
Thornbury,4/85 St David St,486000,Nelson,-37.761,145.0055
Thornbury,85A Clyde St,1100000,Jellis,-37.7614,145.0118
Thornbury,29 Collins St,1211000,hockingstuart,-37.7549,145.0035
Thornbury,7/9 Hammond St,466000,Woodards,-37.7633,145.0103
Thornbury,45A Harold St,1280000,Jellis,-37.7566,144.9965
Thornbury,42 Mansfield St,1478000,Jellis,-37.7569,145.0041
Thornbury,3/110 Normanby Av,490000,Jellis,,
Thornbury,172 Rossmoyne St,1280000,McGrath,-37.7584,145.0115
Thornbury,39 Smith St,1913000,McGrath,-37.7575,144.9968
Thornbury,11 Martin St,1272000,Jellis,-37.7609,145.0016
Thornbury,6 Martin St,972000,Jellis,-37.7611,145.0009
Thornbury,337 Rossmoyne St,928500,Barry,-37.7595,145.0241
Thornbury,5/82 Gooch St,432500,Barry,-37.7587,145.0064
Thornbury,2/54 Pender St,330000,Barry,-37.7544,145.0092
Thornbury,172 Rossmoyne St,1200000,Nelson,-37.7584,145.0115
Thornbury,67/337 Station St,510000,hockingstuart,-37.7634,145.021
Thornbury,129 Clarendon St,1370000,Jellis,-37.7602,145.0084
Thornbury,13a hammond St,1470000,McGrath,,
Thornbury,8/77 Pender St,303500,Woodards,-37.7542,145.01
Thornbury,386 Station St,1160000,McGrath,-37.7604,145.021
Thornbury,5/67 Flinders St,601000,Barry,-37.7556,145.0062
Thornbury,46 Rennie St,1430000,Nelson,-37.7529,144.9902
Thornbury,126 Smith St,1380000,Jellis,-37.7565,144.9906
Thornbury,31 Newman St,1200000,Jellis,-37.7569,144.9861
Toorak,9 Devorgilla Av,4300000,Kay,,
Toorak,1/3 Glover Ct,1435000,RT,-37.8328,145.0065
Toorak,10 Myoora Rd,5500000,Marshall,-37.8431,145.021
Toorak,16/3 Tahara Rd,546000,LITTLE,-37.8384,145.0178
Toorak,232 Williams Rd,1635000,Marshall,-37.8435,145.0043
Toorak,2/635 Malvern Rd,876000,Jellis,-37.8486,145.008
Toorak,7/765 Malvern Rd,620000,hockingstuart,-37.8498,145.0173
Toorak,684 Orrong Rd,5500000,Marshall,-37.8447,145.0134
Toorak,13 Ruabon Rd,1300000,David,-37.8475,145.0086
Toorak,16 Tashinny Rd,1689000,Kay,-37.8448,145.0055
Toorak,34/530 Toorak Rd,517500,hockingstuart,-37.8424,145.0184
Toorak,4/568 Toorak Rd,1100000,Rodney,-37.8429,145.0227
Toorak,7/12 Trawalla Av,750000,Williams,,
Toorak,11/14 Lansell Rd,1101000,hockingstuart,,
Toorak,2/29 May Rd,430000,Dixon,-37.8473,145.0053
Toorak,7/3 Tahara Rd,701500,Kay,-37.8384,145.0178
Toorak,4/8 Bruce St,925000,RT,-37.8371,145.0066
Toorak,10/1 Ruabon Rd,450000,Rodney,-37.8474,145.0078
Toorak,15/24 Springfield Av,750000,Rodney,,
Toorak,1/21 Bruce St,349000,Williams,-37.8369,145.0077
Toorak,1/53 Grange Rd,838000,hockingstuart,-37.8366,145.0114
Toorak,27/789 Malvern Rd,380000,Rodney,-37.8501,145.0199
Toorak,4/14 Trawalla Av,1800000,RT,,
Toorak,8/2 Douglas St,462800,hockingstuart,-37.8392,145.008
Toorak,2/703 Orrong Rd,1450000,Williams,-37.8414,145.0137
Toorak,5 Berenice Tce,4000000,Jellis,-37.8338,145.0086
Toorak,1 Grosvenor Ct,1635000,Sotheby's,-37.8438,145.0303
Toorak,4/48 Lansell Rd,1560000,Castran,,
Toorak,5/755 Malvern Rd,2400000,Castran,-37.8492,145.0163
Toorak,11/789 Malvern Rd,345000,Woodards,-37.8501,145.0199
Toorak,11/41 Tintern Av,775000,hockingstuart,,
Toorak,7a Woorigoleen Rd,2650000,Jellis,-37.8428,145.0171
Toorak,6/30 Lansell Rd,1330000,Marshall,,
Toorak,4 Matthews Ct,2820000,Kay,-37.8332,145.0117
Toorak,4/264 Williams Rd,810000,Jellis,-37.842,145.0046
Toorak,7 Monomeath Av,3850000,RT,,
Toorak,296A Williams Rd,2840000,Marshall,-37.838,145.0054
Toorak,11 Church St,2700000,Kay,-37.8503,145.0292
Toorak,19/36 Grange Rd,515501,hockingstuart,-37.8373,145.0116
Toorak,2/76 Mathoura Rd,611000,hockingstuart,-37.8428,145.0081
Toorak,1 Ross St,4000000,Kay,-37.8439,145.0093
Toorak,8/5 Gordon St,405000,Jellis,-37.844,145.005
Toorak,17 Albany Rd,6250000,Kay,-37.8486,145.0244
Toorak,23 Canberra Rd,4500000,RT,-37.8349,145.01
Toorak,28 Church St,2025000,Sotheby's,-37.8507,145.0298
Toorak,7/36 Grange Rd,541000,Jellis,-37.8373,145.0116
Toorak,4/83 Grange Rd,1550000,Kay,-37.8343,145.0112
Toorak,3/1085 Malvern Rd,2205000,Jellis,-37.8512,145.0282
Toorak,18/703 Orrong Rd,1100000,David,-37.8414,145.0137
Toorak,12/1 Ruabon Rd,490000,Thomson,-37.8474,145.0078
Toorak,719a Malvern Rd,1300000,Biggin,-37.8493,145.0134
Toorak,5 Kyeamba Gr,2050000,Rodney,-37.8425,145.0252
Toorak,3 Mell St,2170000,Matthew,-37.8474,145.0063
Toorak,205/1 Wallace Av,2100000,RT,,
Toorak,11/38 Grange Rd,950000,hockingstuart,-37.8371,145.012
Toorak,22/530 Toorak Rd,531000,Morleys,-37.8424,145.0184
Toorak,16 Chastleton Av,5020000,Kay,,
Toorak,16/14 Lansell Rd,705000,RT,,
Toorak,3/765 Malvern Rd,575000,Luxe,-37.8498,145.0173
Toorak,17/34 Mathoura Rd,366000,Jellis,-37.8464,145.0074
Toorak,28 Warra St,2620000,Jellis,-37.8398,145.0305
Toorak,13 Bruce St,1900000,Castran,-37.8369,145.0072
Toorak,2/19 Bruce St,1210000,Kay,-37.8367,145.0076
Toorak,3 Lawrenny Ct,3500000,RT,,
Toorak,4 Nola Ct,4000000,Rodney,-37.8485,145.0169
Toorak,6 Woodside Cr,2800000,Jellis,,
Toorak,8/17 Myoora Rd,540000,Hodges,-37.8432,145.0206
Toorak,1/24 Tintern Av,1050000,Greg,,
Toorak,1/183 Kooyong Rd,857000,Walsh,-37.8458,145.0221
Toorak,14/27 Wallace Av,525000,Biggin,,
Toorak,6 Leighton Ct,4200000,Melbourne,-37.8448,145.0123
Toorak,2/9 Tintern Av,851000,RT,,
Toorak,1A Boandyne Ct,3260000,Marshall,-37.8361,145.023
Toorak,12 Mell St,1900000,Kay,-37.847,145.0064
Toorak,9/28 Power St,690000,Prowse,-37.8416,145.0313
Toorak,20 Sargood St,2100000,Abercromby's,-37.8464,145.0142
Toorak,4/26 Tintern Av,1940000,Kay,,
Toorak,16/36 Grange Rd,460000,hockingstuart,-37.8373,145.0116
Toorak,16 Glyndebourne Av,1950000,Rodney,,
Toorak,15/703 Orrong Rd,1400000,Williams,-37.8414,145.0137
Toorak,23/530 Toorak Rd,511000,Morleys,-37.8424,145.0184
Toorak,1/558 Toorak Rd,645000,Marshall,-37.8428,145.0216
Toorak,7/153 Kooyong Rd,870000,hockingstuart,-37.849,145.0215
Toorak,10/264 Williams Rd,910000,Marshall,-37.842,145.0046
Toorak,28 Bruce St,2250000,Castran,-37.8375,145.0092
Toorak,37 Tintern Av,5000000,Kay,,
Toorak,10/530 Toorak Rd,525000,Jellis,-37.8424,145.0184
Toorak,16 Cole Ct,3270000,Marshall,-37.8445,145.0182
Toorak,6/183 Kooyong Rd,866000,Marshall,-37.8458,145.0221
Toorak,3 Ruabon Rd,1170000,Fletchers,-37.8475,145.008
Toorak,11/24 Springfield Av,1000000,Jellis,,
Toorak,3/625 Toorak Rd,920000,RT,-37.8427,145.0242
Viewbank,52 Rosemar Cct,910000,Miles,-37.735,145.0921
Viewbank,4 The Glade,960000,Miles,-37.7322,145.0995
Viewbank,3/23 Christine St,556000,Ray,-37.7405,145.0876
Viewbank,42 Graham Rd,1010000,Miles,-37.7419,145.083
Viewbank,81 Martins La,880000,Buckingham,-37.7327,145.0913
Viewbank,85 Martins La,920250,Nelson,-37.7328,145.0916
Viewbank,9 Rosebud Pde,1080000,Miles,-37.7389,145.0861
Viewbank,37 Eamon Dr,770000,Barry,-37.7376,145.0895
Viewbank,14 Rosemary Ct,730000,Miles,-37.7297,145.0946
Viewbank,24 Martins La,820000,Nelson,-37.7324,145.0862
Viewbank,26 Lyon Rd,1102500,Miles,-37.7373,145.0847
Viewbank,20 Robern Pde,1005000,Darren,-37.7395,145.0875
Viewbank,16/86 Graham Rd,555000,Miles,-37.7393,145.0806
Viewbank,15 Diane Cr,828500,Nelson,,
Viewbank,10/86 Graham Rd,546000,Miles,-37.7388,145.081
Viewbank,17 Lena St,765000,Ray,-37.7396,145.0885
Viewbank,19 Lena St,920000,Miles,-37.7396,145.0884
Viewbank,5/62 Meyrick Cr,455000,hockingstuart,,
Viewbank,3 Norma Ct,895000,Barry,-37.7346,145.093
Viewbank,15 Christine St,775000,Miles,-37.7405,145.0886
Viewbank,26 Broadlea Cr,1137000,Fletchers,,
Viewbank,5/367 Lower Plenty Rd,440000,Barry,-37.7321,145.0828
Viewbank,32 Fran Cr,970000,Miles,,
Viewbank,42 Lyon Rd,1042500,Miles,-37.7363,145.0851
Viewbank,24 Northwood Dr,1025000,Nelson,-37.7378,145.0955
Viewbank,11 Grantham Rd,940000,Miles,-37.7319,145.0907
Viewbank,44 Martins La,895000,Miles,-37.7326,145.0881
Viewbank,40 Castleton Rd,820000,Morrison,-37.7314,145.0941
Viewbank,82 Casey Cr,1210000,Miles,,
Viewbank,159 Graham Rd,870000,Nelson,-37.7343,145.0837
Viewbank,111 Rutherford Rd,1085000,Barry,-37.7397,145.0934
Viewbank,12 Rosemary Ct,915000,Miles,-37.7298,145.0947
Viewbank,3 The Nook,1050000,Nelson,-37.7375,145.0917
Viewbank,20 Sherlowe Cr,820000,Fletchers,,
Watsonia,23 Gabonia Av,620000,Darren,,
Watsonia,4 French Ct,660000,Ken,-37.7137,145.0778
Watsonia,57 Frensham Rd,581000,Barry,-37.7148,145.0851
Watsonia,29 Lambourn Rd,655000,Darren,,
Watsonia,9 Grace St,1000000,Buckingham,-37.7104,145.0817
Watsonia,17 Longmuir Rd,785000,Barry,-37.7114,145.0885
Watsonia,5 Sarong St,600000,Barry,-37.7166,145.0837
Watsonia,2/21 High St,690000,Buckingham,-37.7078,145.0807
Watsonia,1/42 Wattle Dr,582000,Ken,-37.7163,145.0768
Watsonia,7 French Ct,740000,Buckingham,-37.7135,145.0783
Watsonia,56 Frensham Rd,671000,Barry,-37.7153,145.0854
Watsonia,1 Meagher St,741000,Buckingham,-37.7072,145.0855
Watsonia,18 Temby St,706000,Ray,-37.7094,145.0877
Watsonia,2 Thompson St,725000,Buckingham,-37.7088,145.0893
Watsonia,45 Grace St,808000,Darren,-37.7101,145.0785
